module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link
MA4423,Expert Machine Learning Course,Coursera,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/expert
WE4424,Expert Web Development Course,edX,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://edx.com/web-development/expert
MA4425,Intermediate Machine Learning Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/intermediate
CY4426,Intermediate Cybersecurity Course,Google Developers,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://googledevelopers.com/cybersecurity/intermediate
UI4427,Intermediate UI/UX Design Course,Coursera,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/intermediate
SO4428,Beginner Software Engineering Course,Google Developers,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/beginner
AI4429,Beginner AI Course,edX,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/beginner
MA4430,Expert Machine Learning Course,Udemy,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/expert
WE4431,Expert Web Development Course,Udemy,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/expert
UI4432,Expert UI/UX Design Course,Coursera,Expert,Introduction to Expert UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/expert
UI4433,Beginner UI/UX Design Course,Coursera,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner
IO4434,Beginner IoT Course,Pluralsight,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://pluralsight.com/iot/beginner
DA4435,Beginner Data Science Course,Pluralsight,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/beginner
WE4436,Beginner Web Development Course,Udemy,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner
MA4437,Beginner Machine Learning Course,Google Developers,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner
AI4438,Intermediate AI Course,Coursera,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://coursera.com/ai/intermediate
UI4439,Beginner UI/UX Design Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner
UI4440,Expert UI/UX Design Course,Udemy,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/expert
CY4441,Intermediate Cybersecurity Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/intermediate
BL4442,Intermediate Blockchain Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/intermediate
AI4443,Beginner AI Course,Coursera,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://coursera.com/ai/beginner
DA4444,Beginner Data Science Course,Pluralsight,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/beginner
DE4445,Intermediate DevOps Course,edX,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/intermediate
BL4446,Intermediate Blockchain Course,Google Developers,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate
BL4447,Intermediate Blockchain Course,Coursera,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/intermediate
MO4448,Beginner Mobile App Development Course,Google Developers,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/beginner
MO4449,Expert Mobile App Development Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/expert
DE4450,Expert DevOps Course,Udemy,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/expert
IO4451,Intermediate IoT Course,Udemy,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://udemy.com/iot/intermediate
WE4452,Expert Web Development Course,edX,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://edx.com/web-development/expert
DE4453,Beginner DevOps Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner
BL4454,Intermediate Blockchain Course,edX,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate
CY4455,Expert Cybersecurity Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/expert
DE4456,Expert DevOps Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/expert
CL4457,Beginner Cloud Computing Course,Google Developers,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/beginner
MA4458,Intermediate Machine Learning Course,Coursera,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/intermediate
MA4459,Expert Machine Learning Course,Udemy,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/expert
IO4460,Intermediate IoT Course,Coursera,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://coursera.com/iot/intermediate
CY4461,Beginner Cybersecurity Course,Udemy,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner
CY4462,Intermediate Cybersecurity Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/intermediate
MA4463,Expert Machine Learning Course,Coursera,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/expert
IO4464,Intermediate IoT Course,Udemy,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/intermediate
IO4465,Beginner IoT Course,Pluralsight,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://pluralsight.com/iot/beginner
UI4466,Beginner UI/UX Design Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner
CY4467,Intermediate Cybersecurity Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/intermediate
MA4468,Intermediate Machine Learning Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/intermediate
DA4469,Beginner Data Science Course,Google Developers,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/beginner
AI4470,Beginner AI Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/beginner
MO4471,Intermediate Mobile App Development Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate
BL4472,Expert Blockchain Course,Google Developers,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/expert
IO4473,Intermediate IoT Course,Pluralsight,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://pluralsight.com/iot/intermediate
SO4474,Beginner Software Engineering Course,Google Developers,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/beginner
DE4475,Expert DevOps Course,edX,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert
DE4476,Intermediate DevOps Course,edX,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/intermediate
BL4477,Intermediate Blockchain Course,Google Developers,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate
DA4478,Intermediate Data Science Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/intermediate
SO4479,Intermediate Software Engineering Course,edX,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://edx.com/software-engineering/intermediate
UI4480,Beginner UI/UX Design Course,Udemy,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/beginner
DA4481,Beginner Data Science Course,edX,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://edx.com/data-science/beginner
DE4482,Expert DevOps Course,Google Developers,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert
CL4483,Beginner Cloud Computing Course,Udemy,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner
CY4484,Expert Cybersecurity Course,LinkedIn Learning,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/expert
AI4485,Intermediate AI Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://googledevelopers.com/ai/intermediate
UI4486,Expert UI/UX Design Course,LinkedIn Learning,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/expert
MO4487,Expert Mobile App Development Course,Udemy,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/expert
SO4488,Expert Software Engineering Course,edX,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://edx.com/software-engineering/expert
BL4489,Intermediate Blockchain Course,Google Developers,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate
UI4490,Beginner UI/UX Design Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner
DA4491,Expert Data Science Course,Pluralsight,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/expert
IO4492,Expert IoT Course,LinkedIn Learning,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert
SO4493,Intermediate Software Engineering Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/intermediate
CY4494,Intermediate Cybersecurity Course,edX,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/intermediate
CY4495,Beginner Cybersecurity Course,Coursera,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/beginner
UI4496,Beginner UI/UX Design Course,edX,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/beginner
SO4497,Beginner Software Engineering Course,edX,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner
CY4498,Beginner Cybersecurity Course,Udemy,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner
MO4499,Expert Mobile App Development Course,Google Developers,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert
UI4500,Intermediate UI/UX Design Course,edX,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/intermediate
CL4501,Beginner Cloud Computing Course,Google Developers,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/beginner
CL4502,Intermediate Cloud Computing Course,edX,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
WE4503,Intermediate Web Development Course,Pluralsight,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/intermediate
AI4504,Beginner AI Course,edX,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/beginner
DA4505,Intermediate Data Science Course,Google Developers,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate
UI4506,Intermediate UI/UX Design Course,Udemy,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate
DE4507,Intermediate DevOps Course,Coursera,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/intermediate
WE4508,Intermediate Web Development Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://coursera.com/web-development/intermediate
CL4509,Expert Cloud Computing Course,LinkedIn Learning,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
SO4510,Intermediate Software Engineering Course,Google Developers,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate
MA4511,Beginner Machine Learning Course,Pluralsight,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner
CY4512,Expert Cybersecurity Course,Pluralsight,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/expert
SO4513,Expert Software Engineering Course,Pluralsight,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/expert
CL4514,Beginner Cloud Computing Course,edX,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner
WE4515,Expert Web Development Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Web Development Course,Medium,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/expert
DE4516,Expert DevOps Course,Pluralsight,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert
WE4517,Beginner Web Development Course,Udemy,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner
MA4518,Intermediate Machine Learning Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate
AI4519,Intermediate AI Course,Pluralsight,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate
DE4520,Beginner DevOps Course,Google Developers,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner
MA4521,Expert Machine Learning Course,edX,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/expert
UI4522,Expert UI/UX Design Course,edX,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/expert
SO4523,Beginner Software Engineering Course,Pluralsight,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/beginner
CL4524,Expert Cloud Computing Course,Google Developers,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert
AI4525,Intermediate AI Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate
BL4526,Expert Blockchain Course,Pluralsight,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert
WE4527,Expert Web Development Course,Coursera,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://coursera.com/web-development/expert
DE4528,Beginner DevOps Course,Google Developers,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner
MO4529,Intermediate Mobile App Development Course,edX,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/intermediate
DE4530,Beginner DevOps Course,Google Developers,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner
IO4531,Intermediate IoT Course,Google Developers,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/intermediate
IO4532,Intermediate IoT Course,Coursera,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://coursera.com/iot/intermediate
AI4533,Expert AI Course,Coursera,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/expert
DA4534,Expert Data Science Course,Pluralsight,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/expert
UI4535,Intermediate UI/UX Design Course,Coursera,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/intermediate
DA4536,Beginner Data Science Course,Coursera,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://coursera.com/data-science/beginner
CL4537,Beginner Cloud Computing Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/beginner
SO4538,Intermediate Software Engineering Course,Udemy,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate
AI4539,Expert AI Course,LinkedIn Learning,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert
CL4540,Intermediate Cloud Computing Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/intermediate
MO4541,Intermediate Mobile App Development Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/intermediate
UI4542,Intermediate UI/UX Design Course,Udemy,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate
MA4543,Beginner Machine Learning Course,Pluralsight,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner
DA4544,Expert Data Science Course,Coursera,Expert,Intermediate Concepts in Expert Data Science Course,Medium,"data science, big data, analysis, statistics",https://coursera.com/data-science/expert
IO4545,Expert IoT Course,LinkedIn Learning,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert
WE4546,Intermediate Web Development Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/intermediate
MA4547,Beginner Machine Learning Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner
CY4548,Beginner Cybersecurity Course,edX,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/beginner
DE4549,Beginner DevOps Course,Udemy,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/beginner
CL4550,Beginner Cloud Computing Course,edX,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner
SO4551,Expert Software Engineering Course,Coursera,Expert,Introduction to Expert Software Engineering Course,Easy,"software engineering, programming, coding, development",https://coursera.com/software-engineering/expert
BL4552,Expert Blockchain Course,Udemy,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/expert
DE4553,Intermediate DevOps Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/intermediate
AI4554,Intermediate AI Course,edX,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/intermediate
AI4555,Intermediate AI Course,edX,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/intermediate
SO4556,Beginner Software Engineering Course,Coursera,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/beginner
CL4557,Intermediate Cloud Computing Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate
CL4558,Intermediate Cloud Computing Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/intermediate
UI4559,Beginner UI/UX Design Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner
MA4560,Intermediate Machine Learning Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/intermediate
DE4561,Beginner DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner
DA4562,Intermediate Data Science Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://coursera.com/data-science/intermediate
CY4563,Intermediate Cybersecurity Course,edX,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/intermediate
SO4564,Intermediate Software Engineering Course,Coursera,Intermediate,Advanced Topics in Intermediate Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/intermediate
IO4565,Beginner IoT Course,Google Developers,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner
WE4566,Intermediate Web Development Course,Google Developers,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/intermediate
WE4567,Intermediate Web Development Course,edX,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://edx.com/web-development/intermediate
UI4568,Beginner UI/UX Design Course,edX,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/beginner
BL4569,Expert Blockchain Course,Pluralsight,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert
WE4570,Expert Web Development Course,Coursera,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://coursera.com/web-development/expert
MA4571,Beginner Machine Learning Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/beginner
MA4572,Intermediate Machine Learning Course,Google Developers,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/intermediate
IO4573,Expert IoT Course,LinkedIn Learning,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert
CL4574,Beginner Cloud Computing Course,edX,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner
IO4575,Intermediate IoT Course,Pluralsight,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://pluralsight.com/iot/intermediate
DA4576,Intermediate Data Science Course,edX,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://edx.com/data-science/intermediate
CY4577,Expert Cybersecurity Course,Coursera,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert
DA4578,Beginner Data Science Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/beginner
MO4579,Beginner Mobile App Development Course,LinkedIn Learning,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/beginner
DA4580,Expert Data Science Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Data Science Course,Medium,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/expert
MA4581,Intermediate Machine Learning Course,edX,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate
